ID,MU_GLOBAL,MU_SOURCE1,MU_SOURCE2,ISSOIL,SHARE,SEQ,SU_SYM74,SU_CODE74,SU_SYM85,SU_CODE85,SU_SYM90,SU_CODE90,DRAINAGE,T_GRAVEL,T_SAND,T_SILT,T_CLAY,T_USDA_TEX_CLASS,T_BULK_DENSITY,T_OC,S_GRAVEL,S_SAND,S_SILT,S_CLAY,S_USDA_TEX_CLASS,S_BULK_DENSITY,S_OC
18580,17929,MN-3011,,1,20,2,,,,,GLk,11,1,1,33,26,41,3,1.29,0.8,1,40,26,34,5,1.53,0.31
18581,17930,MN-3012,,1,90,1,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18582,17930,MN-3012,,1,10,2,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18583,17931,MN-3013,,1,60,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18584,17931,MN-3013,,1,20,2,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18585,17931,MN-3013,,1,20,3,,,,,LPm,101,3,27,44,32,24,9,1.11,1.67,,,,,,,
18586,17932,MN-3014,,1,100,1,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18587,17933,MN-3015,,1,100,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18588,17934,MN-3016,,1,60,1,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18589,17934,MN-3016,,1,20,2,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18590,17934,MN-3016,,1,20,3,,,,,GLk,11,1,1,33,26,41,3,1.29,0.8,1,40,26,34,5,1.53,0.31
18591,17935,MN-3017,,1,90,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18592,17935,MN-3017,,1,10,2,,,,,SCh,163,4,1,50,28,22,9,1.28,0.45,1,52,27,21,10,1.44,0.19
18593,17936,MN-3018,,1,60,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18594,17936,MN-3018,,1,30,2,,,,,LPm,101,3,27,44,32,24,9,1.11,1.67,,,,,,,
18595,17936,MN-3018,,1,10,3,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18596,17937,MN-3019,,1,60,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18597,17937,MN-3019,,1,30,2,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18598,17937,MN-3019,,1,10,3,,,,,SCh,163,4,1,50,28,22,9,1.28,0.45,1,52,27,21,10,1.44,0.19
18599,17938,MN-3020,,1,100,1,,,,,CLl,59,4,1,51,24,25,10,1.45,0.35,,,,,,,
18600,17939,MN-3021,,1,50,1,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18601,17939,MN-3021,,1,30,2,,,,,GYl,84,4,1,38,36,26,9,1.38,0.17,,,,,,,
18602,17939,MN-3021,,1,20,3,,,,,CLh,58,4,1,43,32,25,9,1.32,0.29,1,43,30,27,5,1.38,0.22
18603,17940,MN-3022,,1,100,1,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18604,17941,MN-3023,,1,100,1,,,,,GYl,84,4,1,41,35,24,9,1.37,0.19,1,39,34,27,5,1.4,0.13
18605,17942,MN-3024,,1,90,1,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18606,17942,MN-3024,,1,10,2,,,,,GLm,14,2,1,36,30,34,5,1.29,1.63,1,37,27,36,5,1.36,0.55
18607,17943,MN-3025,,1,80,1,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18608,17943,MN-3025,,1,20,2,,,,,CLh,58,4,1,43,31,26,9,1.34,0.27,,,,,,,
18609,17944,MN-3026,,1,80,1,,,,,GYl,84,4,1,38,36,26,9,1.38,0.17,,,,,,,
18610,17944,MN-3026,,1,20,2,,,,,SCh,163,4,1,50,28,22,9,1.28,0.45,1,52,27,21,10,1.44,0.19
18611,17945,MN-3027,,1,90,1,,,,,GYl,84,4,1,41,35,24,9,1.37,0.19,1,39,34,27,5,1.4,0.13
18612,17945,MN-3027,,1,10,2,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18613,17946,MN-3028,,1,100,1,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18614,17947,MN-3029,,1,80,1,,,,,CLl,59,4,1,51,24,25,10,1.45,0.35,,,,,,,
18615,17947,MN-3029,,1,20,2,,,,,SNh,171,4,1,47,27,26,10,1.51,0.62,1,42,27,31,5,1.56,0.22
18616,17948,MN-3030,,1,90,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18617,17948,MN-3030,,1,10,2,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18618,17949,MN-3031,,1,80,1,,,,,CLl,59,4,1,51,24,25,10,1.45,0.35,,,,,,,
18619,17949,MN-3031,,1,20,2,,,,,SCh,163,4,1,50,28,22,9,1.28,0.45,1,52,27,21,10,1.44,0.19
18620,17950,MN-3032,,1,80,1,,,,,CLl,59,4,1,51,24,25,10,1.45,0.35,,,,,,,
18621,17950,MN-3032,,1,20,2,,,,,SCh,163,4,1,50,28,22,9,1.28,0.45,1,52,27,21,10,1.44,0.19
18622,17951,MN-3033,,1,90,1,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18623,17951,MN-3033,,1,10,2,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18624,17952,MN-3034,,1,70,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18625,17952,MN-3034,,1,10,2,,,,,SCh,163,4,1,50,28,22,9,1.28,0.45,1,52,27,21,10,1.44,0.19
18626,17952,MN-3034,,1,10,3,,,,,PHh,132,4,1,34,35,31,5,1.29,1.75,1,36,35,29,5,1.36,0.66
18627,17952,MN-3034,,1,10,4,,,,,GLm,14,2,1,36,30,34,5,1.29,1.63,1,37,27,36,5,1.36,0.55
18628,17953,MN-3035,,1,65,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18629,17953,MN-3035,,1,35,2,,,,,LPm,101,3,27,44,32,24,9,1.11,1.67,,,,,,,
18630,17954,MN-3036,,1,50,1,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18631,17954,MN-3036,,1,30,2,,,,,GYl,84,4,1,41,35,24,9,1.37,0.19,1,39,34,27,5,1.4,0.13
18632,17954,MN-3036,,1,10,3,,,,,SCh,163,4,1,50,28,22,9,1.28,0.45,1,52,27,21,10,1.44,0.19
18633,17954,MN-3036,,1,10,4,,,,,KSh,93,4,1,29,39,32,5,1.32,1.03,,,,,,,
18634,17955,MN-3037,,1,70,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18635,17955,MN-3037,,1,30,2,,,,,LPm,101,3,27,44,32,24,9,1.11,1.67,,,,,,,
18636,17956,MN-3038,,1,60,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18637,17956,MN-3038,,1,30,2,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18638,17956,MN-3038,,1,10,3,,,,,SCh,163,4,1,50,28,22,9,1.28,0.45,1,52,27,21,10,1.44,0.19
18639,17957,MN-3039,,1,70,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18640,17957,MN-3039,,1,30,2,,,,,LPm,101,3,27,44,32,24,9,1.11,1.67,,,,,,,
18641,17958,MN-3040,,1,50,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18642,17958,MN-3040,,1,30,2,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18643,17958,MN-3040,,1,10,3,,,,,LPm,101,3,27,44,32,24,9,1.11,1.67,,,,,,,
18644,17958,MN-3040,,1,10,4,,,,,SCh,163,4,1,49,28,23,9,1.28,0.42,,,,,,,
18645,17959,MN-3041,,1,70,1,,,,,GLk,11,1,1,33,26,41,3,1.29,0.8,1,40,26,34,5,1.53,0.31
18646,17959,MN-3041,,1,30,2,,,,,FLe,2,4,1,44,33,23,9,1.33,0.73,1,46,31,23,9,1.4,0.32
18647,17960,MN-3042,,1,100,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18648,17961,MN-3043,,1,80,1,,,,,CLl,59,4,1,51,24,25,10,1.45,0.35,,,,,,,
18649,17961,MN-3043,,1,20,2,,,,,GLk,11,1,1,33,26,41,3,1.29,0.8,1,40,26,34,5,1.53,0.31
18650,17962,MN-3044,,1,50,1,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18651,17962,MN-3044,,1,30,2,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18652,17962,MN-3044,,1,10,3,,,,,GLk,11,1,1,33,26,41,3,1.29,0.8,1,40,26,34,5,1.53,0.31
18653,17962,MN-3044,,1,10,4,,,,,SCh,163,4,1,50,28,22,9,1.28,0.45,1,52,27,21,10,1.44,0.19
18654,17963,MN-3045,,1,40,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18655,17963,MN-3045,,1,20,2,,,,,LPm,101,3,27,44,32,24,9,1.11,1.67,,,,,,,
18656,17963,MN-3045,,1,20,3,,,,,KSk,95,4,1,28,38,34,5,1.3,1.06,,,,,,,
18657,17963,MN-3045,,1,20,4,,,,,FLe,2,4,1,44,33,23,9,1.33,0.73,1,46,31,23,9,1.4,0.32
18658,17964,MN-3046,,1,50,1,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18659,17964,MN-3046,,1,30,2,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18660,17964,MN-3046,,1,10,3,,,,,GLk,11,1,1,33,26,41,3,1.29,0.8,1,40,26,34,5,1.53,0.31
18661,17964,MN-3046,,1,10,4,,,,,GLm,14,2,1,36,29,35,5,1.29,1.37,,,,,,,
18662,17965,MN-3047,,1,80,1,,,,,KSh,93,4,1,29,39,32,5,1.32,1.03,,,,,,,
18663,17965,MN-3047,,1,20,2,,,,,SCh,163,4,1,50,28,22,9,1.28,0.45,1,52,27,21,10,1.44,0.19
18664,17966,MN-3048,,1,50,1,,,,,GLk,11,1,1,33,26,41,3,1.29,0.8,1,40,26,34,5,1.53,0.31
18665,17966,MN-3048,,1,20,2,,,,,GLm,14,2,1,36,30,34,5,1.29,1.63,1,37,27,36,5,1.36,0.55
18666,17966,MN-3048,,1,20,3,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18667,17966,MN-3048,,1,10,4,,,,,SCh,163,4,1,50,28,22,9,1.28,0.45,1,52,27,21,10,1.44,0.19
18668,17967,MN-3049,,1,40,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18669,17967,MN-3049,,1,20,2,,,,,GLm,14,2,1,36,30,34,5,1.29,1.63,1,37,27,36,5,1.36,0.55
18670,17967,MN-3049,,1,20,3,,,,,LPm,101,3,27,44,32,24,9,1.11,1.67,,,,,,,
18671,17967,MN-3049,,1,10,4,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18672,17967,MN-3049,,1,10,5,,,,,SCh,163,4,1,49,28,23,9,1.28,0.42,,,,,,,
18673,17968,MN-3051,,1,30,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18674,17968,MN-3051,,1,20,2,,,,,PZb,150,4,1,62,29,9,11,1.46,3.4,2,66,26,8,11,1.53,0.98
18675,17968,MN-3051,,1,20,3,,,,,CHh,52,4,1,25,48,27,5,1.21,2.15,1,25,49,26,9,1.31,0.96
18676,17968,MN-3051,,1,10,4,,,,,LPu,102,3,32,55,26,19,11,1.07,2.62,,,,,,,
18677,17968,MN-3051,,1,10,5,,,,,CMd,63,4,1,43,33,24,9,1.3,1.27,1,45,31,24,9,1.37,0.4
18678,17968,MN-3051,,1,10,6,,,,,FLe,2,4,1,44,33,23,9,1.33,0.73,1,46,31,23,9,1.4,0.32
18679,17969,MN-3052,,1,90,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18680,17969,MN-3052,,1,10,2,,,,,SCh,163,4,1,50,28,22,9,1.28,0.45,1,52,27,21,10,1.44,0.19
18681,17970,MN-3053,,1,50,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18682,17970,MN-3053,,1,30,2,,,,,KSl,94,4,1,36,42,22,9,1.24,1.21,1,28,43,29,5,1.26,0.52
18683,17970,MN-3053,,1,10,3,,,,,PHl,134,4,1,31,34,35,5,1.3,1.49,,,,,,,
18684,17970,MN-3053,,1,10,4,,,,,LPm,101,3,27,44,32,24,9,1.11,1.67,,,,,,,
18685,17971,MN-3054,,1,50,1,,,,,PZb,150,4,1,62,29,9,11,1.46,3.4,2,66,26,8,11,1.53,0.98
18686,17971,MN-3054,,1,30,2,,,,,LPu,102,3,32,55,26,19,11,1.07,2.62,,,,,,,
18687,17971,MN-3054,,1,10,3,,,,,CMe,62,4,1,45,31,24,9,1.38,0.87,1,43,30,27,5,1.39,0.34
18688,17971,MN-3054,,1,10,4,,,,,HS,86,1,1,0,0,0,,0.28,33.74,1,0,0,0,,0.15,34.09
18689,17972,MN-3055,,1,40,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18690,17972,MN-3055,,1,30,2,,,,,CMe,62,4,1,45,31,24,9,1.38,0.87,1,43,30,27,5,1.39,0.34
18691,17972,MN-3055,,1,10,3,,,,,GLm,14,2,1,36,30,34,5,1.29,1.63,1,37,27,36,5,1.36,0.55
18692,17972,MN-3055,,1,10,4,,,,,PZb,150,4,1,62,29,9,11,1.46,3.4,2,66,26,8,11,1.53,0.98
18693,17972,MN-3055,,1,10,5,,,,,LPm,101,3,27,44,32,24,9,1.11,1.67,,,,,,,
18694,17973,MN-3056,,1,40,1,,,,,CHh,52,4,1,25,48,27,5,1.21,2.15,1,25,49,26,9,1.31,0.96
18695,17973,MN-3056,,1,30,2,,,,,LPm,101,3,27,44,32,24,9,1.11,1.67,,,,,,,
18696,17973,MN-3056,,1,10,3,,,,,CMe,62,4,1,45,31,24,9,1.38,0.87,1,43,30,27,5,1.39,0.34
18697,17973,MN-3056,,1,10,4,,,,,GLu,15,2,1,41,31,28,5,1.26,3.53,1,45,25,30,5,1.62,0.63
18698,17973,MN-3056,,1,10,5,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18699,17974,MN-3057,,1,40,1,,,,,LPd,99,3,31,53,26,21,10,1.45,0.75,,,,,,,
18700,17974,MN-3057,,1,30,2,,,,,CMe,62,4,1,45,31,24,9,1.38,0.87,1,43,30,27,5,1.39,0.34
18701,17974,MN-3057,,1,10,3,,,,,HS,86,1,1,0,0,0,,0.28,33.74,1,0,0,0,,0.15,34.09
18702,17974,MN-3057,,1,10,4,,,,,PZb,150,4,1,62,29,9,11,1.46,3.4,2,66,26,8,11,1.53,0.98
18703,17974,MN-3057,,1,10,5,,,,,LPu,102,3,32,55,26,19,11,1.07,2.62,,,,,,,
18704,17975,MN-3058,,1,60,1,,,,,GLu,15,2,1,41,31,28,5,1.26,3.53,1,45,25,30,5,1.62,0.63
18705,17975,MN-3058,,1,30,2,,,,,CMe,62,4,1,45,31,24,9,1.38,0.87,1,43,30,27,5,1.39,0.34
18706,17975,MN-3058,,1,10,3,,,,,HS,86,1,1,0,0,0,,0.28,33.74,1,0,0,0,,0.15,34.09
18707,17976,MN-3059,,1,60,1,,,,,CMe,62,4,1,45,31,24,9,1.38,0.87,1,43,30,27,5,1.39,0.34
18708,17976,MN-3059,,1,30,2,,,,,PZb,150,4,1,62,29,9,11,1.46,3.4,2,66,26,8,11,1.53,0.98
18709,17976,MN-3059,,1,10,3,,,,,GLu,15,2,1,41,31,28,5,1.26,3.53,1,45,25,30,5,1.62,0.63
18710,17977,MN-3060,,1,40,1,,,,,CMe,62,4,1,45,31,24,9,1.38,0.87,1,43,30,27,5,1.39,0.34
18711,17977,MN-3060,,1,30,2,,,,,LPu,102,3,32,55,26,19,11,1.07,2.62,,,,,,,
18712,17977,MN-3060,,1,10,3,,,,,PZb,150,4,1,62,29,9,11,1.46,3.4,2,66,26,8,11,1.53,0.98
18713,17977,MN-3060,,1,10,4,,,,,FLe,2,4,1,44,33,23,9,1.33,0.73,1,46,31,23,9,1.4,0.32
18714,17977,MN-3060,,1,10,5,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18715,17978,MN-3061,,1,40,1,,,,,CHh,52,4,1,25,48,27,5,1.21,2.15,1,25,49,26,9,1.31,0.96
18716,17978,MN-3061,,1,30,2,,,,,PHh,132,4,1,34,35,31,5,1.29,1.75,1,36,35,29,5,1.36,0.66
18717,17978,MN-3061,,1,10,3,,,,,FLe,2,4,1,44,33,23,9,1.33,0.73,1,46,31,23,9,1.4,0.32
18718,17978,MN-3061,,1,10,4,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18719,17978,MN-3061,,1,10,5,,,,,CMe,62,4,1,45,31,24,9,1.38,0.87,1,43,30,27,5,1.39,0.34
18720,17979,MN-3062,,1,40,1,,,,,CHh,52,4,1,25,48,27,5,1.21,2.15,1,25,49,26,9,1.31,0.96
18721,17979,MN-3062,,1,30,2,,,,,CMe,62,4,1,45,31,24,9,1.38,0.87,1,43,30,27,5,1.39,0.34
18722,17979,MN-3062,,1,10,3,,,,,HS,86,1,1,0,0,0,,0.28,33.74,1,0,0,0,,0.15,34.09
18723,17979,MN-3062,,1,10,4,,,,,PZb,150,4,1,62,29,9,11,1.46,3.4,2,66,26,8,11,1.53,0.98
18724,17979,MN-3062,,1,10,5,,,,,GLm,14,2,1,36,30,34,5,1.29,1.63,1,37,27,36,5,1.36,0.55
18725,17980,MN-3063,,1,50,1,,,,,PZb,150,4,1,62,29,9,11,1.46,3.4,2,66,26,8,11,1.53,0.98
18726,17980,MN-3063,,1,30,2,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18727,17980,MN-3063,,1,5,3,,,,,LPu,102,3,32,55,26,19,11,1.07,2.62,,,,,,,
18728,17980,MN-3063,,1,5,4,,,,,CMe,62,4,1,45,31,24,9,1.38,0.87,1,43,30,27,5,1.39,0.34
18729,17980,MN-3063,,1,5,5,,,,,HS,86,1,1,0,0,0,,0.28,33.74,1,0,0,0,,0.15,34.09
18730,17980,MN-3063,,1,5,6,,,,,GLu,15,2,1,41,31,28,5,1.26,3.53,1,45,25,30,5,1.62,0.63
18731,17981,MN-3064,,1,40,1,,,,,LPu,102,3,32,55,26,19,11,1.07,2.62,,,,,,,
18732,17981,MN-3064,,1,20,2,,,,,LPm,101,3,27,44,32,24,9,1.11,1.67,,,,,,,
18733,17981,MN-3064,,1,20,3,,,,,LPd,99,3,31,53,26,21,10,1.45,0.75,,,,,,,
18734,17981,MN-3064,,1,10,4,,,,,PZb,150,4,1,62,29,9,11,1.46,3.4,2,66,26,8,11,1.53,0.98
18735,17981,MN-3064,,1,10,5,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18736,17982,MN-3065,,1,80,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18737,17982,MN-3065,,1,10,2,,,,,KSl,94,4,1,36,42,22,9,1.24,1.21,1,28,43,29,5,1.26,0.52
18738,17982,MN-3065,,1,10,3,,,,,LPu,102,3,32,55,26,19,11,1.07,2.62,,,,,,,
18739,17983,MN-3066,,1,70,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18740,17983,MN-3066,,1,30,2,,,,,KSl,94,4,1,36,42,22,9,1.24,1.21,1,28,43,29,5,1.26,0.52
18741,17984,MN-3067,,1,90,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18742,17984,MN-3067,,1,10,2,,,,,GLu,15,2,1,41,31,28,5,1.26,3.53,1,45,25,30,5,1.62,0.63
18743,17985,MN-3068,,1,90,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18744,17985,MN-3068,,1,10,2,,,,,GLu,15,2,1,41,31,28,5,1.26,3.53,1,45,25,30,5,1.62,0.63
18745,17986,MN-3069,,1,50,1,,,,,PZb,150,4,1,62,29,9,11,1.46,3.4,2,66,26,8,11,1.53,0.98
18746,17986,MN-3069,,1,30,2,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18747,17986,MN-3069,,1,10,3,,,,,CMe,62,4,1,45,31,24,9,1.38,0.87,1,43,30,27,5,1.39,0.34
18748,17986,MN-3069,,1,10,4,,,,,GLu,15,2,1,41,31,28,5,1.26,3.53,1,45,25,30,5,1.62,0.63
18749,17987,MN-3070,,1,80,1,,,,,KSh,93,4,1,29,39,32,5,1.32,1.03,,,,,,,
18750,17987,MN-3070,,1,10,2,,,,,HS,86,1,1,0,0,0,,0.28,33.74,1,0,0,0,,0.15,34.09
18751,17987,MN-3070,,1,10,3,,,,,GLu,15,2,1,41,31,28,5,1.26,3.53,1,45,25,30,5,1.62,0.63
18752,17988,MN-3071,,1,60,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18753,17988,MN-3071,,1,30,2,,,,,GLu,15,2,1,41,31,28,5,1.26,3.53,1,45,25,30,5,1.62,0.63
18754,17988,MN-3071,,1,10,3,,,,,PHh,132,4,1,34,35,31,5,1.29,1.75,1,36,35,29,5,1.36,0.66
18755,17989,MN-3072,,1,50,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18756,17989,MN-3072,,1,30,2,,,,,CHh,52,4,1,25,48,27,5,1.21,2.15,1,25,49,26,9,1.31,0.96
18757,17989,MN-3072,,1,10,3,,,,,CMe,62,4,1,45,31,24,9,1.38,0.87,1,43,30,27,5,1.39,0.34
18758,17989,MN-3072,,1,10,4,,,,,HS,86,1,1,0,0,0,,0.28,33.74,1,0,0,0,,0.15,34.09
18759,17990,MN-3073,,1,60,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18760,17990,MN-3073,,1,30,2,,,,,FLe,2,4,1,44,33,23,9,1.33,0.73,1,46,31,23,9,1.4,0.32
18761,17990,MN-3073,,1,10,3,,,,,CMe,62,4,1,45,31,24,9,1.38,0.87,1,43,30,27,5,1.39,0.34
18762,17991,MN-3074,,1,70,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18763,17991,MN-3074,,1,10,2,,,,,CHh,52,4,1,25,48,27,5,1.21,2.15,1,25,49,26,9,1.31,0.96
18764,17991,MN-3074,,1,10,3,,,,,SCh,163,4,1,50,28,22,9,1.28,0.45,1,52,27,21,10,1.44,0.19
18765,17991,MN-3074,,1,10,4,,,,,FLe,2,4,1,44,33,23,9,1.33,0.73,1,46,31,23,9,1.4,0.32
18766,17992,MN-3075,,1,50,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18767,17992,MN-3075,,1,30,2,,,,,LPu,102,3,32,55,26,19,11,1.07,2.62,,,,,,,
18768,17992,MN-3075,,1,10,3,,,,,PDe,126,4,1,56,37,7,11,1.43,0.84,1,59,29,12,11,1.63,0.19
18769,17992,MN-3075,,1,10,4,,,,,FLe,2,4,1,44,33,23,9,1.33,0.73,1,46,31,23,9,1.4,0.32
18770,17993,MN-3076,,1,50,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18771,17993,MN-3076,,1,30,2,,,,,LPu,102,3,32,55,26,19,11,1.07,2.62,,,,,,,
18772,17993,MN-3076,,1,5,3,,,,,CMe,62,4,1,45,31,24,9,1.38,0.87,1,43,30,27,5,1.39,0.34
18773,17993,MN-3076,,1,5,4,,,,,CHh,52,4,1,25,48,27,5,1.21,2.15,1,25,49,26,9,1.31,0.96
18774,17993,MN-3076,,1,5,5,,,,,GLu,15,2,1,41,31,28,5,1.26,3.53,1,45,25,30,5,1.62,0.63
18775,17993,MN-3076,,1,5,6,,,,,FLe,2,4,1,44,33,23,9,1.33,0.73,1,46,31,23,9,1.4,0.32
18776,17994,MN-3077,,1,80,1,,,,,KSh,93,4,1,29,39,32,5,1.32,1.03,,,,,,,
18777,17994,MN-3077,,1,20,2,,,,,FLe,2,4,1,44,33,23,9,1.33,0.73,1,46,31,23,9,1.4,0.32
18778,17995,MN-3078,,1,70,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18779,17995,MN-3078,,1,10,2,,,,,SNh,171,4,1,47,27,26,10,1.51,0.62,1,42,27,31,5,1.56,0.22
18780,17995,MN-3078,,1,10,3,,,,,PHh,132,4,1,34,35,31,5,1.29,1.75,1,36,35,29,5,1.36,0.66
18781,17995,MN-3078,,1,10,4,,,,,SCh,163,4,1,50,28,22,9,1.28,0.45,1,52,27,21,10,1.44,0.19
18782,17996,MN-3079,,1,90,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18783,17996,MN-3079,,1,10,2,,,,,HS,86,1,1,0,0,0,,0.28,33.74,1,0,0,0,,0.15,34.09
18784,17997,MN-3080,,1,80,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18785,17997,MN-3080,,1,10,2,,,,,SCh,163,4,1,50,28,22,9,1.28,0.45,1,52,27,21,10,1.44,0.19
18786,17997,MN-3080,,1,10,3,,,,,SNh,171,4,1,47,27,26,10,1.51,0.62,1,42,27,31,5,1.56,0.22
18787,17998,MN-3081,,1,40,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18788,17998,MN-3081,,1,30,2,,,,,KSl,94,4,1,36,42,22,9,1.24,1.21,1,28,43,29,5,1.26,0.52
18789,17998,MN-3081,,1,10,3,,,,,PHl,134,4,1,32,36,32,5,1.28,1.71,1,28,33,39,5,1.37,0.71
18790,17998,MN-3081,,1,10,4,,,,,SNh,171,4,1,47,27,26,10,1.51,0.62,1,42,27,31,5,1.56,0.22
18791,17998,MN-3081,,1,10,5,,,,,SCh,163,4,1,50,28,22,9,1.28,0.45,1,52,27,21,10,1.44,0.19
