ID,MU_GLOBAL,MU_SOURCE1,MU_SOURCE2,ISSOIL,SHARE,SEQ,SU_SYM74,SU_CODE74,SU_SYM85,SU_CODE85,SU_SYM90,SU_CODE90,DRAINAGE,T_GRAVEL,T_SAND,T_SILT,T_CLAY,T_USDA_TEX_CLASS,T_BULK_DENSITY,T_OC,S_GRAVEL,S_SAND,S_SILT,S_CLAY,S_USDA_TEX_CLASS,S_BULK_DENSITY,S_OC
41541,3575,3575,,1,70,1,Xk,47,,,,,4,7,23,30,47,3,1.35,0.99,17,23,25,52,3,1.4,0.4
41542,3575,3575,,1,30,2,So,36,,,,,4,6,47,28,25,9,1.53,0.66,8,40,27,33,5,1.58,0.29
41543,3576,3576,,1,60,1,Xk,47,,,,,4,7,23,30,47,3,1.35,0.99,17,23,25,52,3,1.4,0.4
41544,3576,3576,,1,30,2,Rc,11,,,,,4,17,43,35,22,9,1.4,0.77,18,38,36,26,9,1.52,0.53
41545,3576,3576,,1,10,3,Zo,31,,,,,4,6,36,43,21,9,1.3,0.53,7,40,39,21,9,1.32,0.27
41546,3577,3577,,1,100,1,Xk,47,,,,,5,10,76,13,11,11,1.3,0.52,28,69,16,15,11,1.25,0.2
41547,3578,3578,,1,35,1,Xk,47,,,,,4,4,40,37,23,9,1.31,0.56,4,37,36,27,5,1.33,0.33
41548,3578,3578,,1,35,2,Xk,47,,,,,4,7,23,30,47,3,1.35,0.99,17,23,25,52,3,1.4,0.4
41549,3578,3578,,1,30,3,Rc,11,,,,,4,17,43,35,22,9,1.4,0.77,18,38,36,26,9,1.52,0.53
41550,3579,3579,,1,70,1,Y,39,,,,,4,20,40,39,21,9,1.5,0.41,27,37,36,27,5,1.47,0.23
41551,3579,3579,,1,30,2,R,9,,,,,4,24,44,36,20,9,1.37,1.12,28,44,35,21,9,1.53,0.48
41552,3580,3580,,1,30,1,Yh,40,,,,,5,4,81,12,7,12,1.4,0.32,5,78,10,12,11,1.62,0.23
41553,3580,3580,,1,20,3,Qc,16,,,,,6,4,89,6,5,13,1.5,0.4,4,89,5,6,13,1.52,0.21
41554,3580,3580,,1,20,2,Yk,41,,,,,4,20,39,37,24,9,1.46,0.37,41,30,42,28,5,1.3,0.29
41555,3580,3580,,1,10,6,Jc,147,,,,,2,10,35,47,18,9,1.39,0.6,11,37,45,18,9,1.41,0.4
41556,3580,3580,,1,10,5,Rc,11,,,,,4,17,43,35,22,9,1.4,0.77,18,38,36,26,9,1.52,0.53
41557,3580,3580,,1,10,4,Z,30,,,,,4,6,35,43,22,9,1.3,0.48,5,38,39,23,9,1.35,0.29
41558,3581,3581,,1,50,1,Yh,40,,,,,4,20,41,39,20,9,1.51,0.41,27,38,40,22,9,1.49,0.22
41559,3581,3581,,1,20,3,Rc,11,,,,,4,17,43,35,22,9,1.4,0.77,18,38,36,26,9,1.52,0.53
41560,3581,3581,,1,20,2,Yk,41,,,,,4,20,39,37,24,9,1.46,0.37,41,30,42,28,5,1.3,0.29
